id,rotulo_atual
e6bf381b3ae1d6b48ddea1ecf892455d422b6d10,(Não rotulado)
c63f84e2cf110d248fa4fcf45e9d0bef7206edda,(Não rotulado)
ebdf5ac36b5b0328514b7d392e7b443fd6cc7b82,(Não rotulado)
bd286cca2703ed30a247902cdc9b9812d6340896,(Não rotulado)
fe1301d604fdce49b8abff01029bcc93077ddfa2,(Não rotulado)
03f43bfe1c8f1a042b8cd221f6b8755efb5decc6,(Não rotulado)
e29e0b3dc948dbadbbedc6e0d07dc0c971fc86e0,(Não rotulado)
e7700481c5300c8773d9637d7d9d62b3fbd88ca5,(Não rotulado)
f3ff67d950947a6a04591d6ad43d0c98701483b4,(Não rotulado)
41e1dbfeef0360f00592c217bc83142dbf3acbb8,(Não rotulado)
1022cb2adaf352374efadee108ac1c1430060a58,(Não rotulado)
308a3c8cc86c40246e753cdf521f3f51e957b62b,(Não rotulado)
5fcfd647062d90f6efb7b5d7c5da65512adc3950,(Não rotulado)
ca61933aa02287d2f5b808d32d4a1dff8feb1510,(Não rotulado)
fec5780968dc0590ab1033062302162eb1a31bf3,(Não rotulado)
90aef9af8a1d3bbb4042911925b20fa955ded78c,(Não rotulado)
a37058b87598d374a5d61e715ee51204e5e49498,(Não rotulado)
305d6d2372010843993a6ac160b32fce8cdd1291,(Não rotulado)
22ca9861fbe187c2afcf73d2bffd644917add9d6,(Não rotulado)
d8073503ce3e198677eb6631cc32b44533aedbc1,(Não rotulado)
b7fb22531988d5d2acf6bc8b234ffd1de31af483,(Não rotulado)
82f57378b0d51e7d591df571a933c4eaf8de6ba4,(Não rotulado)
7d751c1268d6faa7f0e502b8ab86883eaf77cf4c,(Não rotulado)
51b215fa4753a70b3bcaa881970977423709b9eb,(Não rotulado)
24d9f0ec1ecd60ee90ff61686d3eab6ad0b68cdd,(Não rotulado)
545da16e6c56c31989a07eff97718c19c4e6f6cf,(Não rotulado)
bd63256c80429785d467c6bd7a12d36c48857642,(Não rotulado)
e831bfffe9143fe547977bad5a307ca7a9329553,(Não rotulado)
3028f474e3ddd96b88e589396efc1b917df7ae57,(Não rotulado)
c59837d8a7444634fd1f54bcc65f200cc1da685e,(Não rotulado)
9528685c730539ae767e4fad0047ad032a89de0e,(Não rotulado)
9250660734e7b3148e9a1c9fa265d7e5fb6dcc09,(Não rotulado)
20c97699810c73d2165bf1c64edb1774576a2eaf,(Não rotulado)
b20969c685a1ba040ca0b212a5a035fca1dbc57a,(Não rotulado)
6e3f228a9b34c300373eec13f2775c2d83f546e5,(Não rotulado)
fcd2c009bcd23073a53c554908f318e5ac5504bb,(Não rotulado)
08fb2b36ffc889825115967acfd59a5760d8df44,(Não rotulado)
67e6de3073d94d77d360525d9783d05d621c572c,(Não rotulado)
ddd51e30509e5f230883999567db5727bbf1ed09,(Não rotulado)
8986824369df33eaa3a187d74a7156669f8b0ddd,(Não rotulado)
b452542831c24da293e64516368ae287664466d9,(Não rotulado)
769292b9d1463a5a5916bfa843600c6edb3df6dd,(Não rotulado)
ccf38e205c78ca2ed8b501cdf40fe16c3af32437,(Não rotulado)
5aec6675cde1038ad9bd696be3763d986cb52eec,(Não rotulado)
758985323d6cd5070bc91e7d2588bed0532e3c2b,(Não rotulado)
a6625f8bcac8e9c45fdba92685ada31951a3eb84,(Não rotulado)
d2d11dee85e383024ad81d9c9947edb9d0e6a0b5,(Não rotulado)
1bd3d89a8ae11846844b5eb0713227fec0adbf29,(Não rotulado)
7bb27db8325f21f0a6aacc309a2b22faa023acc8,(Não rotulado)
3f9105e779662582100ee33939eb7bbbf3d0fe74,(Não rotulado)
618346aa4ab6871f9d452b79693d0b3f051837d6,(Não rotulado)
833fb469f291aab79b81d34428a82b849e1817e6,(Não rotulado)
6ec78bf9b811cf7dd2c9f21166eaf1ad701e3573,(Não rotulado)
2f505e83b81ae598262baa95875ded76de711f94,(Não rotulado)
8c97445ab2295da4ee66eda901e7c57c4fa86f86,(Não rotulado)
7a70fff4fbd93565ead084f1b9ea2c922ae3f9be,(Não rotulado)
0768142b49325b4aca329f4132ead5c044492628,(Não rotulado)
9770880913d9b17f6d726053efce7b853a13e712,(Não rotulado)
239b95ae202d92d2abdabc74fbe15fe8ed7cfaf0,(Não rotulado)
f8c9acdd05b2de02931ebb24c7cad1b6734a686b,(Não rotulado)
3a3ab338ccff6d4dde108fb97e6a43949a081d46,(Não rotulado)
928d42a89df5a845a0bf460a86a6e064de3470f3,(Não rotulado)
c8589e78c8fc5a7fc2c7a76cadc4f57166946944,(Não rotulado)
bf9d5f8dfe0057458c32bdffbc9fe58a42140e38,(Não rotulado)
5d4e99104e69fa31cb2f59633a5ddccc1e710ad9,(Não rotulado)
457a9f6a5a3031b25e1ceeb3cd5db8808f5e6b7c,(Não rotulado)
64a2d2915bbce7d287082848b9c592839c0e2fdc,(Não rotulado)
a41cd360b632ff6b1a9c80534a15d58f89b621c6,(Não rotulado)
a08db08c66b5fc985274fccd0d5a8b0b7920bddf,(Não rotulado)
19e7fe455823b778a9df2fcacd7efa748ce30fc1,(Não rotulado)
99598d63abb0bd267a5d3d3dfddbbe50b42a9c36,(Não rotulado)
