id,rotulo_atual
79389119da330dd2fca0ed6e6ca2e32009a26bad,(Não rotulado)
85e5bca15cbdc95125f8d0ee50cfcb59e51b59ac,(Não rotulado)
56eb6961d66eec5a23fa61d36b22b698997aa80a,(Não rotulado)
3028f474e3ddd96b88e589396efc1b917df7ae57,(Não rotulado)
713d2f8eaa65b99371d40229fc09046b60c1e0ce,(Não rotulado)
6e3f228a9b34c300373eec13f2775c2d83f546e5,(Não rotulado)
06eb2898702059e276dc45608799948e3333e524,(Não rotulado)
eae7b8dbcff2aa12d9d3e89c2ae53611acbf70d0,(Não rotulado)
c7a1298ac3bf470db0129c071610eba9c81e229f,(Não rotulado)
ec37e8d003e165842efb0c320f18fdc217801b30,(Não rotulado)
4f14d576b601ca03554edd8ba89db289b9b55348,(Não rotulado)
b55b1410fa284046101b8ab5ed5de320ab83eae7,(Não rotulado)
14699094c5f53e61d5dc277ab02dbd2aeb347caf,(Não rotulado)
e1344153a104fe659d519395648855cf6e715471,(Não rotulado)
53cbb273c5eb5d2e07edd33c8c448dc907e25d2e,(Não rotulado)
abba1d7d2ead00f8bd73fa09e140e7a4de709b25,(Não rotulado)
8c2497ec8706470e537a1f187bef661b4432f0ed,(Não rotulado)
fa96968ee5d5d15464bbaa3056d897f7123c0af1,(Não rotulado)
b23ae6fe2858b0ac701d7e0dfce33cdbbd340fe5,(Não rotulado)
351dd85afe758ea360ea0fb6db002b46269d62f8,(Não rotulado)
99b038551eb64b112d2d4dfd9fc2f80473f64814,(Não rotulado)
72b339a759e65974c7fa118914131e0c4c6b7f80,(Não rotulado)
d13dace2011cbfc4b0548328c2eb2eeeffaa19a0,(Não rotulado)
6d21138cac0712db584082c73c5b4eaca61dc66c,(Não rotulado)
7f9ac6a492e934b32811748f560f7804569d1445,(Não rotulado)
a64bd6e87315b089ca511af7a6b72b4c990b615a,(Não rotulado)
a3d1b1f5f187d78b689fab51aba87400ebcbd4a6,(Não rotulado)
46327acd3d9bdf1b836f9e552fc2a3f994ec7e19,(Não rotulado)
c62bd4f89d4bac327f22627c69da1046617c0478,(Não rotulado)
1cfb3207a57c08bee2b5c59e24ad27702955b8c1,(Não rotulado)
cebcbbdff5a553f64ae385f66df90e71191af2d2,(Não rotulado)
08fb2b36ffc889825115967acfd59a5760d8df44,(Não rotulado)
12864cc8cbe412a7e858d09604a8327fe311e1fd,(Não rotulado)
a7cb9e3834945039de31a8a6e3c0549a9ec37de6,(Não rotulado)
7fe82a3396bea7d9ae695923901ed1cf8c49ced6,(Não rotulado)
ef6b8e8234a5753a9ee0f367fa610c16424812c0,(Não rotulado)
29eff06b8345b5c4f4e31e337acff78dd415f296,(Não rotulado)
289a31d7e865b01e44abb88af4b2ad7589b58ea5,(Não rotulado)
63ddc6059401cfc0f8a32d4cd5301409ecb49043,(Não rotulado)
1da51c733a0b17f09db841a1a3c4dcd2b4cc4dea,(Não rotulado)
90aef9af8a1d3bbb4042911925b20fa955ded78c,(Não rotulado)
c969690cafb5a01d3c815e2f3fdd92ad432397b1,(Não rotulado)
735a8231dd8d62136e370713684abc2a6d2cc56b,(Não rotulado)
6ecd3c97949fc4eb0bd9a933cc7858cdd3e3b7dd,(Não rotulado)
f7922ea9b60e839b8f52eb0acb43a8d08b4a7711,(Não rotulado)
d31b2d7cf78306433b27a96dafb20b5529705b22,(Não rotulado)
41e1dbfeef0360f00592c217bc83142dbf3acbb8,(Não rotulado)
1e440b7cc661ec6de3fb626b6781230757a855d2,(Não rotulado)
cc4fb63041f214c2a0b5213a8d66ec11d65c23ba,(Não rotulado)
8e65ee746394b48e3bb67110a9fac8eac30c1abe,(Não rotulado)
24d9f0ec1ecd60ee90ff61686d3eab6ad0b68cdd,(Não rotulado)
37c7097bf36fc96e537cd6f848fdb16ff4cc4487,(Não rotulado)
1fea5aee3aaaed3f6e79892079c09ae64d6b8e41,(Não rotulado)
251b05f81901f3fbe870a2145ac0c35b5e5681f0,(Não rotulado)
692fc7c9630ec4cfa448d7deee33921c354f0a0e,(Não rotulado)
3fe9bd559c5f638cbd0e623635984dc3c84fcf03,(Não rotulado)
586c3406d9d5c021a17a3e2879b41533104ee9d7,(Não rotulado)
3f929b39a3330b011ce07f583cabaa13fccef3bd,(Não rotulado)
cfea485f79f9accb72d2e04d89db5b4cb605d612,(Não rotulado)
61c337116638534811ab374e60683b6460c07237,(Não rotulado)
