id,rotulo_atual
903d79ff5b4a00daf79053f0b1f577be1bfb7c8f,(Não rotulado)
5d7778162a4c5d787d35cfaa328a6a0b574a10c4,(Não rotulado)
620b3820d844dbd5eb3c71a3c94efe8b17e09231,(Não rotulado)
1b7973075916aa4f0defc6b1d105a50eabdd41b8,(Não rotulado)
1fc70207fd1bbd51cca9e7b7f7eac0a15cc559cc,(Não rotulado)
cc65ac23c2494fc5c37e89ec9b00fd3b4ef76c71,(Não rotulado)
7d31f8d0fcf755cf37064cd47a753bf8cfc67c2a,(Não rotulado)
54a44ec6d40c9395c8040d92ba7ff7cf5bb44c0a,(Não rotulado)
9b997c7da45c739b118b398319c70c1b3edf9065,(Não rotulado)
ccfdcfcac34839bfe4f07ee67c5133b6e8bba121,(Não rotulado)
29d74e315aa2a9413ee5b3121acb6343d7d55eda,(Não rotulado)
2a02c4d9ca4327252fbd284367bee4df5aafbdd2,(Não rotulado)
5cf93a8ce271be67ebd5f6aeb3b832896cfb8293,(Não rotulado)
0c36eb9a58fd7c0a06b1ca9f452121709c44ecf6,(Não rotulado)
64a2d2915bbce7d287082848b9c592839c0e2fdc,(Não rotulado)
1e476dbb27d7768c6995f260d7017a1959009c0d,(Não rotulado)
797e8b15a0eb0c6736115b6b794027a6587e9131,(Não rotulado)
ccd64ac0810513d1584f98e98479941826e14fb2,(Não rotulado)
6313ee6d8c22ba12372eb43c1d0f4f77eaec3103,(Não rotulado)
55672e7077b21fc8155a6236f8ad587e15e7ac1c,(Não rotulado)
fe1301d604fdce49b8abff01029bcc93077ddfa2,(Não rotulado)
c8efcb7e0d065922c90b9f8654411777e6452890,(Não rotulado)
0c5141131be10f2a377153ab9edf18cbb3d5522b,(Não rotulado)
4bded2101f074e639f6fd3ba01e3510b9068c140,(Não rotulado)
093f36646d554b082974df5051b22e57ff2ec516,(Não rotulado)
37290a0844a1aa69863dcf667264409c2c937d7a,(Não rotulado)
38ea11e97811fff2d98c90aaa5d92b588ac16b22,(Não rotulado)
7949b8f17c289bb54ee7391214e0ec719ae99c81,(Não rotulado)
c2911063c4c90828e0dbb6fafccfb16f2ab31e62,(Não rotulado)
c249875d92db43f23f4eeb9d77d15b06c0269b58,(Não rotulado)
e70cb2f040233bea5d80902d6a5930390d3536c9,(Não rotulado)
e530e767752fbdedc63a63e27df705726672fe9d,(Não rotulado)
4a471adca1143739226b53f0e17e952e51769e3a,(Não rotulado)
8662eff9a224f4c059bbfeacf5404091c2538e50,(Não rotulado)
b7fb22531988d5d2acf6bc8b234ffd1de31af483,(Não rotulado)
cb5b8481ab2633045b8230d678e76450c1ea6af2,(Não rotulado)
8d61141c5d4fd6491c84a371fc0881a8d5099d2c,(Não rotulado)
0f1ace61ef243abdd5833aff900b08352806d302,(Não rotulado)
bdf683e090f6973032d2a46c5d1134f87746bbd8,(Não rotulado)
